message,sentiment
 Nice!  I didn't know that.  Only 70 percent of the worlds snakes lay eggs., Happy
 Yes.  Boas and some others give live birth., Happy
" Yikes!  I don't want to see those.  Not even in a zoo.  lol  When snakes are born with 2 heads, they fight each other food.  That's creepy too.  Is that a common thing with snakes?????", Happy
 I know right?  I'm going to have to google it.  A man has been bitten so many times by snakes that his blood is able to be used as antivenom.  I wouldn't want to be him., Happy
 I believe it.  I jump and shout when I see one. lol  Australia is the only continent where ven9omous snakes outnumber the non-venomous ones., Happy
" Those salt water crocs. I wouldn't want to cross paths with either from there. lol  Some owls keep blind snakes in their nests as helpful associates, reducing the abundance of nest parasites.  How interesting is that?  ...and how do they know they are blind? lol", Happy
 That's interesting!  Do you happen to read any fiction at all?, Happy
 I didn't know that.  The term robotics was accidentally coined by science fiction author Isaac Asimov in 1941., Happy
" Hi, how are you?", Happy
 I have not heard of the book or the miniseries. I do have HBO and will look for it when it comes out., Happy
" Nice. I think I do remember that one now. It's with Amy Adams I think... I did see Gone Girl, did you see that one?", Happy
" lynn's novels are feminist precisely because they aim a megawatt beam, bright as prison lights, into the dark corners of women's minds and lives", Happy
 There's a wiki which ranks fictional characters according to their powers and abilities., Happy
 Couldn't it be both? Couldn't her looks be a power and a liability when she uses them inappropriately?, Happy
 Her beauty is part of her underlying charatcher which allows her to have so many more dimensions than just beauty., Happy
 I always question how the author should portray the protaginist in her own books... What's appropriate for the author is not for the reader. , Happy
 Nice chatting with you., Happy
 I do like comics. I fell in love with it when Edgar allen poe wrote about it., Happy
" He wrote the oldest known example of a cyborg, correct? That is awesome! Fiction is derived from the imagination and Poe had a great imagination!", Happy
 And in 2001 a judge delivered her ruling in the form of a rap. Stay in your lane your honor!, Happy
 Nice chatting with you!, Happy
 WOW! I did love him as the voice of Woody in toy story but I just love pixar., Happy
 I am wondering about it too. He called it the supreme achievement of the modern age in comedy. Nice chat :), Happy
" Yes, I do.  Mostly old stuff with Bill Murray, though!", Happy
 I love comedy. It's my favorite., Happy
 good morning., Happy
 Yeah I love a good comedy., Happy
 Me too!  Did you see Bill Murray's Kung Fu Hustle?, Happy
 I think I may have seen it. I dont see it as the supreme achievement in comedy like he does though., Happy
 I was going to ask what you thought about it.  Jack Black was going to star in the Green Lantern which was originally supposed to be a comedy.  , Happy
 I think it would have been better as a comedy. I like Jack Black movies., Happy
 I love them!  He cracks me up.  I like corny goofball comedy.  I used to like watching 3rd Rock from the Sun when it was on tv for that same reason., Happy
 Yeah I liked the goofy brother. Dont remember his name. I thought he was funny., Happy
" Yes.  I can picture his face, but can't remember his name either.  That show won a golden globe for best comedy series in 1997.", Happy
 considering the other shows that were on at the time that is surprising., Happy
" Yes.  It beat out Seinfeld, Friends, and Frasier.", Happy
 Well me personally. I would rather watch third rock any day. Those other shows were quite popular in their day though., Happy
 Yes.  I agree.  Do you know who the highest all time box office star is?, Happy
 Yeah its Tom hanks. Over 8.5 billion in the Box office. Thats a lot of money., Happy
" Holy smokes!  You're not kidding!  Did you know Disney's animation studios almost shut down after ""Sleeping Beauty"" was a box office failure?", Happy
" It may have flopped in the box office, but it became pretty popular after that. I would say they made a good bit of money off sleeping beauty.", Happy
" I would think so too.  However it wasn't their biggest flop.  That would have been ""Treasure Planet"" which was one of the most expensive box office flops of all time!", Happy
 I dont think I even saw that one., Happy
" I remember it, but don't remember seeing it either.  Silence of the Lambs had a box office of over $270 million and came out on Valentines Day 1991.", Happy
 That was a good movie. Still a classic. Have  a good one., Happy
 I used to play them when I was younger. I was never good at Tetris though even though it is one of three best selling video games of all. , Happy
" Okay, well then maybe I'm not so sad that I am not good at it. I would not want to deal with that.", Happy
" Oh! I'm glad you're still here. I thought you were gone. Well, that is great for PTSD sufferers. ", Happy
" Yes, that does, I agree! I think its cute that babies hear music and spontaneously dance.", Happy
 I know I have a hard time! When babies hit the beat it makes them smile., Happy
" That was smart. those moves were pretty extreme, so that explains a lot of how it was done.", Happy
 That was in Hong Kong.Now I want to see if there is any footage of him dancing. Have a good day!, Happy
 I think it's incredible how easily they can fly.  It's probably because their bones are so hollow that the entire skeleton weighs less than the feathers!, Happy
" That's funny!  There are wild birds in Australia that can mimic the sound of cameras, car alarms, and chainsaws. That could get noisey!", Happy
 That's a good possibility!  The extinct dodo bird is actually a sub family of pigeon.  Interesting., Happy
 I can't dance but wish I could.  Tupac danced ballet in high school and ended up portraying the mouse king in the Nutcracker!, Happy
 Wow.  I had no idea he danced but I can see that going hand in hand with the karate moves., Happy
 I didn't know that.  Professional ballet dancers can go through 4 pairs of pointe shoes in a week.  That could get expensive!, Happy
 Ouch!  That's all I'll say.  I would have broken toes.  Michael Jackson has a patent on a device that was used to help him achieve the extreme lean in some of his dance moves., Happy
" I did back in the day.  The 3 best selling videogames of all time are Tetris, Minecraft, and Wii sports.  I had fun chatting with you!", Happy
 LOL Have a great night!, Happy
 Hi there ! Looking forward to chat with You ! ;), Happy
" Pretty good, on top of their division last year, but no where as good as the Red Sox.  They had an amazing start to the year, and then they won the World Series.", Happy
" Holy crap, nice. Probably fat bonuses for everybody... but hey... if they made their fans happy, why the heck not... they earned it !", Happy
 well... when one soccer team meets other soccer team and those two towns/teams are not friendly... You need to take whatever You can smuggle to the stadium to fight off the hooligans from the other team ;) lol - baseball bats are selling good in Poland but nobody plays the game ;) lol, Happy
 Thank you.  It was nice to talk with you., Happy
 I guess they are doing well at the moment.  they went so long without winning anything and now they can't stop., Happy
" That's a new name to me, seems like a name from a Star Wars movie.  I wonder if they are the best team in baseball right now?", Happy
 I'm originally from a different country but my wife is from Cleveland.  She used to get very excited in the late nineties when they had a good team., Happy
" England, been here over twenty years.  Have not really got into baseball, went to a few games in the past at Camden Yard and Jacobs Field.", Happy
" I guess it's in the rules, that's why they wear the uniform.  I'd love to see one of those really old managers walk up to bat one day.", Happy
 Yeah.  It would be even better if that old manager knocked it out of the park.  Babe Ruth didn't look like an athlete so why not?, Happy
" He was an exceptional player, but he doesn't strike me as someone who was quick on his feet.  New York should be able to forgive him", Happy
" Guess all the curses are going away, there must be a statute of limitations on them.", Happy
" Ha!  Yes, the ""Curse of the Bambino"" apparently was rescinded.  The Sox won last...", Happy
" Nice talking with you, Go Royals!", Happy
" I learned a lot, Thanks for chatting! ", Happy
 I might have to watch a little baseball this season now lol.. take care, Happy
" Hi, how are you?", Happy
 Hi! Good!, Happy
 Do you enjoy baseball?, Happy
" I do like baseball, but I don't really follow it. How about you?", Happy
 I love it. Watch a lot of games every year and can't wait until spring training... Babe ruth was caught stealing to end game 7 and lose the 1926 world series with his team down by one run., Happy
" Wow, that's awesome! Who is your favorite Baseball team? I like my Az team lol", Happy
 Chicago Cubs. I'm from Chicago so... Love going to Wrigley!, Happy
" O wow, that must be fantastic! I also like the Boston Red Sox, did you know the new york times has partial ownership?", Happy
" That's a lot! Up until 2005, a married couple, for 24 years, scheduled all 2430 major league baseball games played each year", Happy
 A man found three million dollars worth of 1900s baseball cards in his grandfathers attic- hidden since the 1940s. , Happy
 I did. And they won in 2016 so that/s inaccurate. But it's not your fault... You've been great!, Happy
 I hope it was... At least it wasn't on national TV..., Happy
 Nice chatting with you., Happy
 Great chatting with you too! Have a good one!, Happy
 You too, Happy
 Many such games fit that description.   Golf is one I enjoy., Happy
" I like golf a lot. It's a real shame how much water is wasted per day on each course, though. It's over 300,000 gallons a day a course!", Happy
 I suppose that comes with games that cannot and do not utilize a standardized playing area, Happy
" Well, what do you expect with a game invented at the YMCA?", Happy
" Funny how things get named - like golf uses clubs, but baseball uses a bat.", Happy
 Wow that is crazy long. Well it was nice chatting with you. Have a good day., Happy
" I did not know that either. I enjoy playing softball, it is a lot more fun to play recreationally than baseball.", Happy
 At least the YMCA created basketball and therefore one of the major sports leagues around today. Not bad for a recreational game they thought up., Happy
" I'm doing very well, thanks. I love sports", Happy
" You guessed it correctly. Babe Ruth, he was a fantastic baseball player and at one point America's most famous golfer.", Happy
 Yes he was. It was nice chatting with you as well. Have a nice night!!!, Happy
 you have a nice weekend as well. , Happy
" I did not know that. Very interesting. Well, it was good chatting with you.", Happy
 Hmm so I guess not a good spot for smokers either, Happy
" Same here, have a good one.", Happy
" No, I can't say I know a whole lot about that.  But, it's been nice chatting with you today, I hope you have a good day!", Happy
 Chadwick Boseman played the character Black Panther., Happy
 He also read a lot of nonfiction. Good way to get an education. No need for school. , Happy
" A man of many talents! Well, I enjoyed chatting!", Happy
" Yeah I wonder what all the party balloon companies will do to survive.  Anyways, it's been nice talking with you, I hope you have a good day!", Happy
 That's a lot of money. They are re-releasing th emovie for free from February 1 - 7 for african american month..., Happy
" Yeah, I can barely read and here he is showing off reading that much@", Happy
" I do too!!! Well, its been good talking to you. I have to get going. Have a great day. Goodbye!", Happy
 You too!, Happy
" Yes, I've been trying to go to a lot more shows lately. I recently saw Bill Burr and he was very funny.", Happy
" That was a lot of great shows nominated at once. I watch a lot of Brooklyn Nine Nine now, I think that's one of the best shows on TV.", Happy
" He must have really felt the calling to it. It was fun chatting about comedy with you, have a great day!", Happy
" Yeah exactly and who's going to end phone conversations with ""excelsior"" like he did.", Happy
" Hello, are you a comedy fan?  Are you familiar with Ken Jeong's", Happy
 He is actually a Dr.  He studied at Duke University., Happy
" Yes, I heard about this awhile back.  A women was having a seizure.  He first thought she was a heckler.", Happy
" Hecklers are not funny at all. I went to a comedy show where there were several and they ruined the whole performance. I don't think I could be a comedian you have to have a tough skin. He is good, though.", Happy
 I'm sure he makes more as a comedian and actor.  After his actions he told the crowd that he checked her vitals and reassured the crowd.  They applaued him., Happy
" K-pop is the music which is originated in South Korea, they are more popular in 2000.", Happy
 I like how South Korea blasted K-Pop across the border to North Korea in 2010., Happy
" The north korea sank a south korean warship in 2010, south korea responded by blasting the k-pop song ""hit your heart"" across the border using large military loud speakers.", Happy
 I bet that was very annoying to listen to all day and night! Did you know even Jackie Chan manages a K-Pop boy band?, Happy
" Dance can be categorized and described by its choreography, to make the movement repeat and well organised.", Happy
" Speaking of choreography, ballet dancers can go through 4 pairs of shows a week!", Happy
 Ballet dance is originated in Italian Renaissance in the 15th century and it become concert dance in France and Russia., Happy
" I think it is cool that it's still around to this day. Michael Jackson has some patents on some of his dance moves, crazy!", Happy
 Dance is also represent the culture and traditional of particular region. Mostly it make our body well control and organised., Happy
 Babies are dances immediately when they hear music and make their body very flexible., Happy
" It is very interesting. Dance is art, sometime other forms of human movement are sometimes said to have dance like quality, including martial arts and physical activity.", Happy
 Birds are living world wide and there are more than ten thousand spices world wide. Birds have wings which developed more or less according to their species., Happy
 So only it make to fly very high and far away. Some times birds travel from one continent to another continent for their breed., Happy
 They really don't huh? Have a good day!, Happy
" Hi, how are you?", Happy
 I know but creative people are drawn to the arts. Just like how babies are drawn to music. They will spontaneously dance when they hear music and smile when they hit the beat., Happy
 Some birds are so beautiful it is almost like they are dancing in flight. Hummingbirds are some of my favorites. Did you know they steal spiderwebs to build their nests?, Happy
" Yeah I love a little dog, especially one in a little sweater or a shirt! I've even seen one in a polo shirt. The polo shirt was actually invented for tennis, not polo!", Happy
" Yeah, I like them too. I have cozy sweater looking ones for the house. It's getting hot where I am already but we were blessed with another cool day. I'm going to go enjoy the evening, have a good one!", Happy
 Yes!  It is such a cool concepts.  Recycle bottles for  dog food.  How neat!, Happy
 I do!  I have one and have had one all my life since I was a kid., Happy
 Nice!  Some dogs in Moscow have learned to use the subway!, Happy
" Well those dogs are definitely smarter than me lol. Dogs aren't color blind either, just don't see the same thing we see!", Happy
 I wonder why they always have said they are? lol  I always find it amusing how a dog drinks with the underside of their tongue., Happy
 Cool!  Russia has a tomb of the unknown dog as a memorial for canine research subjects.  Kind of sad., Happy
 It really is. I just love dogs haha. Did you know in Hawaii the office attire of choice is the aloha shirt? Talk about comfy!, Happy
 Nice!  Sign me up!  lol  At Billy Mays funeral the pallbearers wore blue shorts and khaki pants.  Kind of casual and different., Happy
 I didn't know that!  I know the tshirt was invented in 1904 and was marketed to bachelors who couldn't sew or replace buttons., Happy
 That would be the market I would have been in back then haha. I wish I would have invented the Ugg boots back then too haha., Happy
 Nice.  I'm thinking of a different boot then.  lol  The late musician Prince was a fantastic bowler and wore knee high furry boots while doing it., Happy
" I think I've read about that before and have seen the picture.  I think it was in Paris, France.", Happy
 You should google it.  It's pretty neat.  They are really tiny and didn't know they were in the picture., Happy
 Hi do you like to wear shirts?  I do!  I wear them every day., Happy
 Wouldn't that be awesome to go to work like that!  At Billy Mays funeral the pallbearers all wore blue shirts and khaki pants., Happy
 i think everyone must use it daily! its become ingrained in every day life, Neutral
 Agreed. The Google headquarters in Mountain View California is nicknamed the Google Plex., Neutral
" thats funny. The current CEO is Sundar Pichai, i didnt know Larry Page was replaced", Neutral
 i had rememered hearing about that before. Immortatlity is wasted on a jellyfish haha. did you know a seahorse is the only fish that has an actual neck?, Neutral
 thats crazy. i wonder why fresh water ones only use osmosis? , Neutral
 Hi!  do you like to dance?, Neutral
" I am really bad, but it is a good time.", Neutral
 I always just thought of him as a martial arts legend.  Now he is a dance legend of sorts too!, Neutral
" Yeah!  He was the mouse king in the Nutcracker.  Thats pretty cool, I would definitely never have guessed that about him.", Neutral
" He was indeed, his music is even in the library of congress.", Neutral
 Me neither. I could never be a professional dancer., Neutral
 No. I think its very expensive for them to be professional ballet dancers based on this., Neutral
" It has been great chatting but I must go!  Gotta go get my Bruce Lee on, the martial arts part...  definitely not the dance.", Neutral
 Bye, Neutral
 They are saying space pulls galaxies outside of universe that we could see, Neutral
" I don't know but I am at the end of knowledge on this subject. What do you think about the facts of comics? I would have thought US invented them, but it's Japan or UK.", Neutral
" Mine all time favorite was Bozo the clown, books and TV both. ", Neutral
 $7500 is amazingly low. I guess since Darth Vader was masked Jones could just record everything at once in the studio., Neutral
 A lot of people think the OT was so much better than the prequels because of her influence., Neutral
" Yeah it was because of her that so many major changes were made like Leia's good luck kiss, Obi Wan's death, etc. She was truly a big influence!", Neutral
 I would like to see it as well. Did you know Chewbacca actually had a wife and two boys? That's pretty interesting!, Neutral
" Same here! Like, I also had forgotten that before his companionship with Chewbacca, Hans Solo was an imperial lieutenant!", Neutral
" Yeah, I don't remember that at all. He definitely doesn't seem like the type.", Neutral
" Indeed he doesn't. But I've always liked Chewbacca because he reminded me of a giant dog. Ha! Speaking of dogs, I think it's cool that dogs, along with elephants, are the only animals that understand pointing!", Neutral
" Naming a cloned cat ""copy cat"", that's cute.", Neutral
 Probably not. Dog walking is good because it gives companionship and exercise at the same time., Neutral
 One more before we go...did you know domesticated animals develop a white patch on their forehead?, Neutral
" Me too. A pet or companion animal is an animal kept primarily for a person's company, protection, or entertainment. No one should have to be made uncomfortable by a pet in the house.", Neutral
" That is pretty cool. There are several companies offering DNA testing, and each seems to offer a different way of handling client privacy", Neutral
" Yes, I love fish do you?", Neutral
" Yes, did you know seahorses only fish to have a neck?", Neutral
" Yes, and zebrafish are very interesting.", Neutral
" Yes interesting,  How about the first cloned cat named copy cat?", Neutral
" I know, really? How about our hiccups are from gills and lungs?", Neutral
" lol, interesting to know the loch ness monster is a protected species.", Neutral
" I know, Also, I do believe in Japan there is less people under 15 years of age than pets.", Neutral
 He did have a bear and hyena. Good to know you are a guardian not an owner in Colorado to pets., Neutral
 Hello.  do you have a cat?  I see that some people can be allergic to them., Neutral
" That's interesting and a little funny.  I had no idea of this, but the cat is the most popular pet in the world.  DId you know that?", Neutral
 I have dogs and used to have cats too but dogs are my favorite.  , Neutral
" Yes, the scientist in that experiment had a sense of humor. Related to domestication, I had no idea that domesticated animals develop a white patch on their foreheads. I wonder what causes that, it doesn't seem to have any evolutionary reason to me.", Neutral
" Haha, yep. A snake doesn't seem very warm or comforting either. I don't understand why people enjoy having them as pets. And how do they find partners who accept it?", Neutral
" Well, President of the United States, I wonder if he had them in the White House? Did he have a stable for the bear out back?", Neutral
 Is that the one where its about a young Han Solo?, Neutral
 Someone else can fill Harrison Fords shoes? Maybe ill check into how well this Alden guy does in the role, Neutral
" He did a good job, but Han Solo was already young in the 1977 movie, I think it impacted negatively the movie. ", Neutral
 Does Chewbacca appear in this movie?, Neutral
" Yes it does, but it is not the same actor who did the other movies. I don't think that matters too much. ", Neutral
 In the canon Chewy has a family a wife and 2 sons. , Neutral
" I heard that too, it was on the cover of one of his small stories. It is a peculiar creature when you think about it. ", Neutral
 Would you like to  see a film with Chewbacca as the principal character ? , Neutral
" They would use subtitles. And good storytelling, like how Hans Solo seems to understand Chewie's intentions, but not his words. ", Neutral
 Yeah its like having a dog as a best friend. But able to shoot things, Neutral
 There was also a dog movie that opened this summer A.X.L. about a robot dog. , Neutral
 I will have to check that one out as well. Thanks for your time. have a good day, Neutral
" Do you like dogs ? I love them, they were one of the first domesticated animals.", Neutral
" Generally not.  I'm originally from the UK so I guess most people would associate me with a bowler hat, but never really worn any type of hat.", Neutral
 I don't like them on myself but I know a lot of people that can pull them off. , Neutral
 did you see that Kanye is having another kid?, Neutral
 I heard something but I'm not really following his offspring :), Neutral
" I wouldn't doubt it.  Speaking of him, do you like rap music? (trying to cover the topics! haha)", Neutral
" I did not. That sounds interesting. Much like the ""tip of the hat"" originates from Knights raising their visors.", Neutral
" They did that, so they wouldn't be used as weapons. Smart move.", Neutral
 That does sound like a painful way to die. I do like  the fact that Kanye gave his mic to a fan in a wheelchair once. He does have a few redeeming qualities., Neutral
" Big Sean is? Weird, most have never heard of him. I do like Kanye's middle name, Omari,. ", Neutral
" Thank you for chatting with me, have a nice day.", Neutral
 Hello.  Did you know that there is a candy desk in the us senate?, Neutral
 I guess they all like candy a lot!  At least it's american made. The candy is made in pennsylvania., Neutral
" They've got milky way bars, mars bars, and even jelly beans!", Neutral
 I know. It is so surprising to me that it took that long for two women senators to protest by wearing pants on the senate floor., Neutral
 Yes they did.  Senate is very big on tradition.  They used the same gavel for 165 years until it got cracked., Neutral
 I have heard about that.  One of the senators tried to escape and was carried feet first into the senate chamber by three officers!, Neutral
 Elections are a good and a bad thing.  I've heard somewhere that the people of Ancient Athens came to the conclusion that elections would lead to an oligarchy., Neutral
 I think that might be because nobody votes. Voter turn out hasn't gone higher than 62% in 100 years., Neutral
 Maybe some people figure there's no need to vote.  Research shows that the taller candidate wins most of the time anyway., Neutral
 It almost seems as if that is what we have now.  I think more states than just Nevada show have a none of these candidates on their ballots., Neutral
" Yeah, hopefully we'll see some electoral reform soon, hopefully we can see this will improve fairness.", Neutral
 Speaking of fairness did you know that not all men in the UK could vote until 1918?, Neutral
 That is amazing and very determined.  It's like India setting up a booth just so one person can vote in a forest that is full of lions!, Neutral
" My son is, so I know a little bit about it.", Neutral
" I heard about it.  She was talented.  By the way,  Marcia is no longer married to Lucas.", Neutral
" It's okay.  Marcia is entitled to the money too.  She want the award, remember?", Neutral
 I did not know the exact percentages.  Thanks for the info!, Neutral
" Yes it is. Mostly by oceans but also lakes, rivers, and other sources! Well it was lovely getting to talk with you!", Neutral
 You as well. Goodbye now!, Neutral
" Im well.  I do like politics, I just find our current climate a bit hostile.", Neutral
 I think that is a perfect option.  Sometimes there just arent good candidates., Neutral
" yeah, I guess people think dominance with height?  Not sure how that one works.  And All bearded presdients were republican", Neutral
" They can.  And in certain places they might have voted for some animals.  Like a cat named Hank, third place in Virginia senate election", Neutral
" I know, id be skipping out on that election.", Neutral
" Yeah, that has to be a piece of US history.", Neutral
 It does sound like the best idea ever.  All that candy is made in Pennsylvania too., Neutral
 Keep them working.  LOL, Neutral
" I know.  If I were elected, I would be doing that first day.  Actually, Id probably bring up senate pajama day.  I m all about the comfort.", Neutral
 I am too. Nothing worse than trying to work and feeling uncomfortable!! Good chat!!, Neutral
 For real!  Have a good one!, Neutral
 Yeah I think the Nevada voting laws are quite odd.  , Neutral
 I have heard of it. Do you?, Neutral
" That is probably a holdover from the old days when a player was chosen to be manager. Nowadays, it wouldn't work.", Neutral
" Yes, I wonder if it could be even dangerous for some of them, like some could have an heart attack.  ", Neutral
" Yeah, no insurance company would touch the managers on the field, that's for sure.", Neutral
" I have never watched a softball game, though I understand many women play it. ", Neutral
" I think it is more a hobby than a professional sport, the average salary is around 5500 $ per year, some hobos make more. ", Neutral
" Hobos? I never thought of income in terms of hobos, though I guess they do make money through their illicit means. ", Neutral
" Panhandling can be quite profitable, for someone with no income. Like in a busy place as Manhattan. But even if I don't consider softball as a legitimate pro sport, if was the first event televised on ESPN.   ", Neutral
 Can you win money through betting though? That always legitimizes a sport., Neutral
" Yes, if it is your criteria, then video game is a legitimate sport. They have leagues and a lot of betting is done on matches. ", Neutral
" Their is a physicality to what they do, but it's just in the hands.", Neutral
 Wow. So much time on games. I guess it's about the same as time spent watching TV., Neutral
" Yes, but video are viewed more negatively than TV, that is why you have legislation in some countries limiting the time played by children.", Neutral
" There is Korea limiting kids under 16, and China I think. Mostly Asian countries. ", Neutral
" You too, have a good evening.", Neutral
 i like baseball. i usually watch the world series. You?, Neutral
 I think that is a holdover from the old days. i bet back then a player was chosen to also be manager., Neutral
" yeah, he was a competitive guy. probably perfect for the dual role of manager/player.", Neutral
" Yeah, i figured that was all done by computer.  I guess they had a pretty sweet gig.", Neutral
" Wow. I would probably sell some, and keep the rest as an investment. What would you do?", Neutral
" Yeah, that is quite lucky. Do you follow softball at all?", Neutral
 Really? the womens game? do men play as well?, Neutral
" Yeah, that underhand pitch can really move. That is one long game! Not much of a career after college though. As of 2014, the average salary for a professional softball player is between $5,000 and $6,000.", Neutral
 He had the juice to hit the balls a country mile. I didnt know he played softball. , Neutral
" Yes, it has been fun chatting! Have a good weekend!", Neutral
" Hi, how are you doing this fine evening?", Neutral
 that's good thinkg. I bet the song is up for an award somewhere. Who were the people involved in the film?, Neutral
 Not many films get directed by woman. That's good that she got the job. Good for Disney! They know how to spot talent., Neutral
" Disney has won a ton of awards, and I'm sure she'll win awards as well.", Neutral
" A dog is a great friend, but no, I have never had a dog. I enjoy playing with them though.", Neutral
 I wonder how the dogs are rewarded at the drive. People get cookies and orange juice., Neutral
 The Turks know the value of recycling and that dogs are keen to help for reward., Neutral
 Good luck with that elephant! Anyway I enjoyed chatting with you!, Neutral
 Have a good night, Neutral
" Really?! Like the Greek goddess? That's fascinating to me. Usually Disney tries to ""de-feminize"" things rather than feminize them more. Frozen was supposed to be named Snow Queen but boys often don't see movies that have feminine nouns in the title :/", Neutral
 Have a lovely day as well :), Neutral
 I have not seen the movie. Is it animated? Is it for kids?, Neutral
" That's great! I must be a wonderful film. It's a disney film, yes? Lots of songs?", Neutral
 I have not. I guess the story is basically the same as the fairy tale? Girl with long hair in a tower?, Neutral
" I enjoy watching comedies and dramas. I sometimes watch animated stuff, but not usually.", Neutral
" I did not know that. I'm not surprised that Disney makes about $1,110 per second. That's a lot, but reflects the success of the brand.", Neutral
 Almost 100 years old. The Mouse House will soon have a century behind it., Neutral
" I've never looked for the hidden images, but I imagine they are there! It's part of the playful nature of the company. It wants to create many layers of fun for the viewers.", Neutral
 It's ironic that Walt Disney was fired from his job at a local newspaper in Missouri for ''not being creative enough.'' I guess his genius was not recognized because he was ahead of his time., Neutral
 Are you interested in dogs? They are quite clever. Dogs can learn over a thousand words and  reason better than chimps., Neutral
 That's great! They also have 'eureka moments' and enjoy the experience of solving a problem  to obtain a reward. Much like people!, Neutral
 Have a good evening!, Neutral
 Ok. I honestly never heard of. Do you play video games?, Neutral
" It could be. At the same time it would be easy to define popularity of such art. For example, it could be a reason why the rating system was involved in video games.", Neutral
 Ok. Do you watch or play any sport? Like softball or baseball?, Neutral
" Baseball is fun to watch. I like it. However, I always have difficulties to hit a ball hahaha ", Neutral
 Medal would be too much significant achievement. The Chicago Cubs were the first to win back-to-back world series and haven't won since. My luck is about the same lol, Neutral
 Have a good day! Thanks., Neutral
 bye!, Neutral
" No I didn't catch their names. But I know that a lot of gold medalist attended as well as some people from the US Olympic softball team, I don't watch sports or the Olympics so I can't say that I know any of the names LOL", Neutral
 Good! You?  Are you into Fiction at all?, Neutral
" Wow, that is kind of neat.  I thought that was a more modern invention.", Neutral
 Wow.  Id like to see what came out of his mind!, Neutral
" Yeah, he things it is copyright infringement.  I dont exactly agree with that.", Neutral
 That is really kind of ridiculous.  I cant even believe that happens., Neutral
 That is odd.  I dont want my innermost thoughts to be displayed anywhere.  , Neutral
 I cant believe that was even possible.  I thought minecraft was just a game.  That is crazy, Neutral
" Good thing I never smoked near mine.  They think it makes it a ""biohazard""", Neutral
" Game of Thrones author, George RR Martin, might not have cared for it.  Maybe Caesar would get a pass, but Martin doesn't care for fan fiction at all!", Neutral
" Are you a PC or a Mac?  Be warned that being a smoker an an apple computer user could actually void the warranty as they see it as a biohazard if someone smokes by it.  I am neither, but that's beside the point.", Neutral
" Maybe they should have tried to make a water-based computer, which apparently the Russians were able to make in 1936.  I do wonder what sort of ""computer"" that was though.", Neutral
" Hi, how are you? i am not a big fan of poetry. Are you?", Neutral
 I dont much about poetry. that is interesting. i guess poetry and songs would be closely related., Neutral
" I guess poetry is spoken and written, so it is related to many arts. Do you have a favorite poet?", Neutral
 I think it's funny when comedians do poetry. I don't really have a favorite poet. Demetri Martin wrote a 224 word palindrome!, Neutral
" that must have taken him quite a while. 224 words, backwards and forwards? my head hurts.", Neutral
" He probably spent it on drugs and booze too. the man was so decadent, but maybe it inspired him.", Neutral
" Yes, Tolkien loved old languages. he studied them and learned to speak some of them. ", Neutral
 I like non fiction because i want to keep up with what is going on in the world. , Neutral
" the fans should try to write their own stories, not rehash someone else's. ", Neutral
" Yes, the typewriter changes the relationship between the writer and the prose. i figure that the computer makes my writing different.", Neutral
 Yes probably mine as well now that you mention it. If you have an Apple computer make sure you don't smoke near it because it voids the warranty. Very nice talking with you this afternoon., Neutral
" What about vaping? is vaping ok? LOL Yes, i enjoyed chatting!", Neutral
 What do you think about sharks? Did you know they're sister species to rays?, Neutral
 I did know that. Animals cease to amaze me. We have to protect them at all costs., Neutral
 Have you read anything about Amazon's proposed second HQ?, Neutral
" I've been more into poetry lately. It's fascinating that it's been around since prehistorical times, with hunting poetry in Africa. ", Neutral
" That is fascinating. Similarly, Demetri Martin once wrote a 224 word palindrome poem. ", Neutral
" Computers can be fairly delicate, I suppose. Smoking near apply computers voids the warranty by making it ""a biohazard"". What in the world could that mean?", Neutral
" How much memory would it take to store all of us, anyway? Maybe less than I think. A space shuttle can run on 1mb of RAM. ", Neutral
" Haha! There's a good science fiction  book, The Martian, which has some interestin parts about computers and space shuttles. That author had a pretty good imagination. ", Neutral
" Well, I guess sharks have been around a long time. Makes sense they were here before the trees and dinosaurs!!", Neutral
 Good morning., Neutral
 good morning, Neutral
" yeah, but moderately.  You?", Neutral
" yes, about the same. I know there are the republican and democrat party.", Neutral
 the only election that I follow is the Presidential Election, Neutral
 Same here. I don't follow local as I do not live in the same state more than 3 years at a time., Neutral
" I believe the current Texas's governor, but I do not remember his name", Neutral
 Ancient Athens did their appointment by lottery instead of election., Neutral
" The Beatles song ""come together"" was written for a California governor.", Neutral
 Did you know North Dakotas governor declared martial law in 1934 and seceded from the U.S, Neutral
 You too. I do not think its in effect though., Neutral
 Unfortunately yes.  It is not like the republican party of old times., Neutral
 That is a good one.  Poor Dumbo.  He probably didnt realize what was happening.  They should have brought out Eeyore instead., Neutral
 Probably not.  He might wear blue for all we know., Neutral
 That is surprising!  I feel like they have always been there as far back as I can remember., Neutral
" Very true, which is why it is surprising election turnout hasnt gotten above 63%", Neutral
 So we need to find someone taller than him for 2020.  Lets start searching now. lol, Neutral
 They have that?  Ok... im kinda jealous now., Neutral
 It really does.  , Neutral
 It really would1, Neutral
" He really has.  Did you know he commuted by private jet each day, 3 hours!", Neutral
 I think it has been great for the country. people have come to realize the power of the vote., Neutral
 the vote should be mandatory. then people would see the power of the ballot., Neutral
 i think they used a lottery. that would help avoid power falling into certain hands consistenly., Neutral
